DCTPep00065	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00066	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00067	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00068	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00071	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00072	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00073	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00074	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00075	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00076	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00077	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00079	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00080	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00081	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00082	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00083	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00084	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00085	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00086	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00087	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00088	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00089	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00090	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00091	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00092	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00095	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00096	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00097	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00098	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00099	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00100	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00101	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00102	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00103	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00104	1.0,0.0,0.0,0.0,1.0,1.0
DCTPep00105	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00110	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00111	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00112	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00113	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00114	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00115	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00116	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00117	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00118	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00122	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00124	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00126	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00127	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00128	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00129	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00130	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00131	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00132	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00133	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00137	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00138	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00139	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00140	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00141	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00142	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00146	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00147	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00148	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00149	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00153	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00154	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00155	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00156	1.0,0.0,0.0,0.0,0.0,1.0
DCTPep00167	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00168	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00169	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00170	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00171	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00172	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00175	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00176	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00177	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00178	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00179	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00180	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00181	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00182	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00185	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00186	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00187	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00188	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00189	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00190	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00191	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00192	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00193	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00194	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00195	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00196	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00197	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00198	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00199	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00200	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00201	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00204	1.0,0.0,0.0,1.0,0.0,0.0
DCTPep00205	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00206	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00207	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00208	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00210	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00211	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00212	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00213	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00214	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00218	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00219	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00221	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00222	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00223	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00224	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00225	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00226	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00227	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00228	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00229	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00231	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00232	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00233	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00235	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00236	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00237	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00238	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00247	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00248	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00249	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00250	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00251	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00252	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00253	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00254	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00255	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00256	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00257	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00262	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00264	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00265	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00266	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00267	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00268	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00269	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00270	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00271	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00272	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00273	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00274	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00275	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00276	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00277	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00278	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00279	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00280	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00284	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00285	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00286	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00287	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00288	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00289	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00290	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00291	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00292	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00293	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00294	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00295	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00296	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00297	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00298	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00299	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00300	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00301	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00302	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00303	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00304	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00305	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00306	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00307	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00308	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00309	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00310	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00311	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00314	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00317	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00319	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00320	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00321	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00323	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00324	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00325	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00326	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00327	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00328	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00329	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00330	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00331	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00332	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00333	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00334	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00340	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00344	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00351	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00353	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00354	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00355	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00356	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00357	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00358	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00359	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00360	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00361	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00362	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00364	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00365	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00366	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00367	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00368	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00369	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00372	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00373	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00375	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00377	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00378	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00379	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00380	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00381	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00382	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00383	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00386	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00388	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00390	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00393	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00394	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00395	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00396	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00397	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00399	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00400	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00402	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00403	1.0,1.0,1.0,0.0,0.0,0.0
DCTPep00404	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00405	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00406	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00407	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00408	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00409	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00410	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00411	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00412	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00413	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00431	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00432	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00433	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00442	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00443	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00446	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00447	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00450	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00454	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00455	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00457	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00458	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00459	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00460	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00461	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00462	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00463	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00464	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00465	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00466	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00467	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00468	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00474	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00476	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00477	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00479	1.0,0.0,1.0,0.0,0.0,0.0
DCTPep00480	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00481	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00485	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00486	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00487	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00488	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00489	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00491	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00492	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00494	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00495	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00497	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00498	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00499	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00500	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00501	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00502	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00503	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00504	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00505	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00506	1.0,0.0,0.0,0.0,1.0,0.0
DCTPep00507	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00508	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00511	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00512	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00514	1.0,0.0,0.0,1.0,0.0,1.0
DCTPep00515	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00516	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00517	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00518	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00519	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00520	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00521	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00522	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00523	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00524	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00525	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00526	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00527	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00528	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00529	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00541	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00542	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00543	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00544	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00545	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00549	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00550	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00551	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00552	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00553	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00554	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00555	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00556	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00557	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00561	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00563	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00564	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00565	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00566	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00567	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00568	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00569	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00570	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00571	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00572	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00573	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00574	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00575	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00576	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00577	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00578	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00580	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00581	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00583	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00585	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00587	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00588	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00589	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00590	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00591	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00592	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00593	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00594	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00595	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00600	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00601	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00602	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00603	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00604	1.0,1.0,0.0,0.0,0.0,0.0
DCTPep00605	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00606	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00607	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00608	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00609	1.0,0.0,0.0,0.0,0.0,0.0
DCTPep00610	1.0,0.0,0.0,0.0,0.0,0.0
